,tortoise,container,magpie,football,ambulance,ladder,toothbrush,syringe,sink,toy,organ,apple,cosmetics,paddle,snowman,beer,chopsticks,bird,croissant,cucumber,radish,towel,doll,skull,glove,tick,belt,sunglasses,banjo,cart,ball,backpack,bicycle,centipede,boat,surfboard,boot,headphones,shorts,bus,boy,screwdriver,barge,laptop,miniskirt,drill,dress,bear,waffle,pancake,woodpecker,pretzel,bagel,tower,teapot,person,swimwear,beehive,brassiere,bee,bat,starfish,popcorn,burrito,chainsaw,balloon,wrench,tent,lantern,toaster,flashlight,billboard,tiara,limousine,necklace,carnivore,scissors,stairs,printer,chair,shirt,poster,cheese,sock,earrings,tie,watercraft,cabinetry,suitcase,muffin,bidet,snack,snowmobile,clock,cattle,cello,camel,coat,suit,desk,cat,juice,gondola,beetle,cannon,cookie,fountain,coin,calculator,cocktail,box,stapler,drum,dessert,drink,zucchini,ladle,dice,oven,dinosaur,ratchet,couch,spatula,whiteboard,door,hat,shower,eraser,fedora,guacamole,dagger,scarf,dolphin,sombrero,mug,tap,stretcher,goggles,blender,volleyball,vase,wardrobe,coffee,whisk,food,skirt,fax,fruit,nightstand,barrel,kite,tart,treadmill,fox,flag,jacket,egg,guitar,pillow,isopod,grape,panda,giraffe,woman,rhinoceros,bathtub,goldfish,houseplant,goat,house,horse,hammer,harp,sandal,saucer,harpsichord,heater,harmonica,hamster,curtain,bed,kettle,fireplace,scale,insect,kitchenware,invertebrate,bookcase,refrigerator,jaguar,artichoke,table,tableware,kangaroo,koala,knife,bottle,lynx,lavender,lighthouse,dumbbell,bowl,humidifier,porch,lizard,mammal,mouse,motorcycle,snowplow,missile,bust,man,milk,plate,mushroom,crutch,pitcher,mirror,scoreboard,briefcase,nail,oboe,ostrich,piano,girl,plant,potato,pasta,penguin,pumpkin,pear,mixer,cupboard,jacuzzi,pizza,pig,reptile,rifle,lipstick,skateboard,raven,rose,rabbit,sculpture,saxophone,shotgun,seafood,snowboard,sword,sushi,loveseat,ski,squirrel,tripod,stethoscope,submarine,scorpion,segway,snake,skyscraper,sheep,television,trombone,tea,tank,taco,telephone,torch,tiger,strawberry,trumpet,tree,tomato,train,tool,trousers,truck,coffeemaker,violin,vehicle,handbag,wine,weapon,wheel,worm,wok,whale,zebra,jug,cream,monkey,lion,bread,platter,chicken,eagle,helicopter,owl,duck,turtle,hippopotamus,crocodile,toilet,squid,clothing,footwear,lemon,spider,deer,frog,banana,rocket,countertop,dog,book,elephant,shark,candle,leopard,axe,porcupine,flower,canary,cheetah,hamburger,maple,building,fish,lobster,furniture,hedgehog,airplane,spoon,otter,bull,oyster,bomb,bench,caterpillar,butterfly,parachute,orange,antelope,beaker,window,closet,castle,jellyfish,goose,mule,swan,peach,coconut,raccoon,chisel,fork,lamp,camera,squash,racket,vegetable,diaper,unicycle,falcon,chime,snail,shellfish,cabbage,carrot,mango,jeans,flowerpot,pineapple,drawer,stool,envelope,cake,dragonfly,honeycomb,ladybug,shelf,watch,candy,salad,parrot,handgun,sparrow,van,grinder,tire,ruler,microphone,broccoli,umbrella,pastry,grapefruit,band-aid,animal,turkey,lily,pomegranate,doughnut,glasses,pen,ant,car,aircraft,skunk,watermelon,cantaloupe,dishwasher,flute,sandwich,shrimp,binoculars,ipod,accordion,willow,crab,crown,seahorse,perfume,alpaca,taxi,canoe,wheelchair,armadillo,maracas,helmet
candle,0,1,0,0,0,0,1,0,2,42,1,5,1,0,2,22,0,2,0,0,0,1,4,6,0,0,0,2,1,0,4,0,0,0,0,0,0,0,1,0,122,0,0,3,0,0,153,0,0,2,0,2,1,0,3,1706,0,0,1,0,0,0,0,0,0,14,0,3,57,0,0,0,11,0,1,13,0,10,0,104,2,5,1,0,0,5,0,6,0,30,0,65,0,7,0,2,1,2,138,8,6,26,0,0,0,4,3,1,0,38,3,0,0,605,308,0,0,1,0,0,0,6,0,0,3,7,0,0,2,0,0,5,0,1,7,0,0,0,0,0,120,0,4,0,1035,0,0,40,1,3,0,4,0,0,9,3,1,5,2,0,3,0,0,683,0,1,0,47,0,43,2,0,1,0,23,0,1,0,0,29,4,3,18,0,0,0,0,3,0,0,0,550,433,0,0,3,121,0,0,0,0,15,0,0,0,41,0,0,0,0,1,692,0,31,0,0,2,12,0,0,0,0,0,4,237,256,1,0,3,14,1,0,1,0,1,0,0,0,4,0,0,53,1,10,0,0,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,1,0,0,6,1,51,0,1,0,2,0,0,3,11,0,54,0,2,0,0,0,0,3,0,2,0,2,23,0,1,0,2,0,0,0,0,0,0,1148,47,2,0,1,0,0,0,3,9,20,0,0,0,0,0,0,417,0,0,1,0,224,1,1,433,0,0,7,0,0,0,0,2,0,1,0,7,0,0,61,0,0,0,0,0,0,0,2,0,0,21,45,2,6,0,22,0,0,0,0,0,0,0,0,0,6,43,5,3,1,0,645,0,0,0,5,1,11,3,0,0,0,0,0,0,0,7,0,1,16,3,0,19,0,1,0,2,64,2,0,6,0,0,0,0,0,2,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1
leopard,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,92,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,133,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
axe,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,31,0,0,0,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
porcupine,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,244,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flower,4,7,3,6,1,6,0,0,34,407,1,25,27,0,4,18,1,746,2,8,10,1,174,22,4,0,1,144,0,43,23,4,216,0,53,2,18,1,79,19,505,0,0,51,7,1,3231,18,1,1,3,0,0,67,25,13371,12,2,12,2138,3,2,3,0,1,72,1,39,16,0,0,36,79,2,51,394,1,74,1,572,28,143,2,3,15,119,47,44,1,64,2,86,1,55,25,9,0,36,1771,61,205,28,4,198,3,3,119,5,0,39,25,0,12,438,352,14,0,0,5,8,0,100,0,5,429,252,4,1,33,0,0,28,0,11,26,14,0,46,0,0,1650,0,10,0,1655,42,0,443,21,15,0,2,0,7,129,97,9,43,47,0,17,4,5,8023,0,15,7,3952,6,2982,63,0,3,30,77,3,0,0,3,91,41,11,21,1,4177,2,4035,20,1,1,96,1460,853,0,0,5,287,5,989,27,0,33,0,184,18,734,7,23,0,0,6,5814,1,101,53,1,32,40,0,0,0,0,2,19,2748,56943,2,1,2,71,5,0,5,1,2,2,30,2,22,3,4,5533,35,338,2,0,16,0,0,4,13,0,17,14,0,0,0,2,4,109,12,16,1,27,3,1,10,0,3,42,0,15579,18,44,7,126,31,1,9,1131,41,81,15,479,0,1,0,1,37,2,10,5,4,78,14,5,3,8,26,4,3,5,5,1,11691,1738,12,37,30,23,18,1,37,277,152,17,1,417,2,0,2,0,8,1,3,258,3435,28,2,1604,1,7,13,0,8,0,0,179,34,2000,3,29,5,0,1689,2,66,1,16,2,13,6,4,2,0,23,30,42,51,2,304,0,0,4,0,10,3,14,6,0,333,3619,19,23,8,3,371,47,1,59,75,16,11,23,44,1,24,32,0,186,4,88,15,81,32,14,0,4521,4,1296,8,0,410,6,23,593,10,1,13,0,0,1,6,3,0,1,4,7,3,65,4,12,1,3,1,6,0,0,25
canary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,33,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cheetah,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,65,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,102,0,0,0,3,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,1,0,0,0,0,3,0,1,0,0,501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamburger,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,5,0,0,6,0,1,104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,1,0,12,68,0,0,0,0,1,0,0,0,179,0,0,1,0,0,0,1,0,0,6,0,0,0,1,0,0,0,10,2,0,0,53,93,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1023,0,0,3,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,24,0,0,2,15,0,0,0,0,1,0,0,0,3,0,0,0,0,0,23,0,5,0,0,1,0,0,0,0,0,0,0,5,4,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0,0,0,4,10,0,0,0,0,0,0,6,0,0,1,3,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,65,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,4,0,0,0,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
maple,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,22,1,0,0,0,0,1,0,0,24,0,0,0,9,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,18,0,0,1,0,0,1,0,0,0,0,0,0,12,1216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,1735,0,1,0,0,1,0,0,40,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,258,0,0,0,0,73,0,0,9,0,0,0,0,0,0,0,8,0,3,0,0,0,0,29,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
building,4,3,0,8,49,139,0,0,438,390,78,7,0,9,7,21,3,308,0,0,0,4,23,21,5,0,0,176,0,155,58,14,2121,0,1890,5,10,5,128,1275,743,0,50,683,6,6,439,5,0,0,2,0,1,17483,5,35651,11,0,1,0,2,0,0,0,1,70,1,226,61,1,0,2021,0,27,1,142,0,1406,14,4945,40,512,5,1,0,39,1795,847,14,0,37,206,1,1769,51,11,4,169,593,1722,45,4,167,2,31,0,998,3,0,11,45,0,52,28,311,0,0,0,70,59,0,800,1,167,5395,70,76,3,16,0,0,13,3,2,4,152,14,28,1,3,387,32,10,0,936,10,3,104,198,79,2,0,12,0,798,433,2,74,142,0,3,1,3,9982,0,75,1,1527,6,42102,360,0,1,3,13,16,1,0,0,532,727,1,270,1,2,1,5,765,65,3,1,7660,258,0,0,0,342,0,21,462,1,10,0,1552,0,2174,0,346,7,7,34,14694,0,4,0,2,0,242,20,4,0,1,0,70,2845,27216,2,0,6,20,1,5,231,13,1,2,2,2,0,14,0,68,3,1994,7,0,14,2,0,0,113,3,2,51,3,4,1,5,1,22410,9,201,1,2,18,0,44,0,5,2,3,51092,10,1013,33,450,890,8,5,28285,30,62,40,7479,0,4,0,4,3,0,4,36,2,3,32,8,30,10,18,4,1,0,56,0,22647,7018,1,0,12,2,4,30,567,181,836,15,2,224,0,0,0,3435,1,0,2,73,0,11,2,11598,0,392,2,0,13,0,0,569,0,2,2,8,1,0,34316,64,2896,0,8,12,8,1,16,0,0,4,156,15,6,3,120,0,1,1,2,0,2,0,0,1,1703,1266,3,342,86,3,9,0,0,0,1314,10,0,0,4,2,0,1065,0,1954,0,47,1,372,33,0,0,637,3,6,0,1,355,0,0,18475,303,0,2,0,12,0,2,0,2,0,7,6,3,8,0,0,0,546,38,23,0,0,54
fish,23,0,0,0,0,0,0,1,4,12,0,0,0,0,0,1,2,31,0,1,0,0,0,0,2,0,0,38,0,0,1,0,1,0,46,0,2,0,11,1,35,0,0,0,0,0,1,2,0,0,0,0,0,0,0,943,0,0,0,0,1,37,0,0,0,0,1,1,1,0,0,1,0,0,0,19,0,0,0,8,1,11,1,0,1,1,34,0,0,0,1,9,0,2,0,0,0,0,3,3,9,0,0,0,0,1,2,2,0,0,0,0,0,5,7,0,0,0,0,1,0,2,0,0,0,41,0,0,1,1,0,0,115,0,0,0,0,33,0,0,5,0,0,0,536,0,0,16,0,0,3,0,0,0,1,7,0,0,0,0,0,0,0,60,0,1,362,5,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,486,1,0,0,0,5,15,0,0,3,8,0,0,0,0,2,0,0,0,404,0,0,0,0,0,286,0,3,0,0,0,1,0,0,0,0,0,0,48,491,0,1,3,0,0,0,0,0,0,0,30,0,0,0,0,2,0,10,0,0,778,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,1,76,2,0,2,9,0,0,0,106,0,2,4,7,1,1,72,0,1,0,0,0,3,3,0,0,0,0,3,30,1,0,1,28,560,81,19,0,0,2,0,0,0,7,13,0,363,1,0,1,0,28,0,0,0,0,11,0,4,12,0,1,0,0,0,2,0,1,0,3,1,2,0,0,9,0,0,30,1,0,1,0,0,0,0,1,0,3,0,0,17,0,0,0,0,1,11,0,0,0,20,1,0,0,0,0,2,0,0,0,1,4,0,4,0,0,0,1,0,6,0,0,0,0,1,2,0,5790,0,0,0,0,28,1,0,9,0,0,0,0,0,0,0,3,0,0,0,0,7,0,74,0,0,0,3,1,0,0,0
lobster,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,10,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,283,0,0,5,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,189,0,0,0,0,2,13,0,0,1,6,0,0,0,0,1,0,0,0,6,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,280,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,3,0,2,0,0,0,1,0,0,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,27,2,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,2,4,0,1,0,0,5,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,219,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,224,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,129,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0
furniture,1,7,0,11,2,75,0,0,830,751,66,10,5,0,5,150,7,96,0,0,0,9,80,13,1,0,2,178,10,42,292,38,266,0,88,7,41,33,138,59,1779,0,0,2720,20,7,1182,15,0,4,0,0,2,25,27,39141,51,3,6,3,0,0,4,0,0,112,1,233,5,5,0,37,2,1,12,1274,1,240,49,23241,160,171,3,16,1,172,105,2461,39,4,27,185,0,337,8,39,4,103,2158,7846,609,38,0,1,3,3,26,1,1,61,251,1,73,151,1247,0,0,0,151,10,0,4263,2,411,1253,240,73,4,63,0,0,29,0,8,72,203,17,59,3,1,958,104,49,0,1687,41,3,83,712,34,1,0,4,1,158,176,2,198,830,0,4,8,2,13029,0,93,0,1283,3,6517,43,2,12,24,90,55,2,0,1,1218,2748,32,620,1,9,10,8,2201,166,0,1,32170,1319,1,0,1,1172,0,2,11,0,72,0,401,4,1774,0,31,0,1,6,17257,1,74,0,4,26,448,1,4,0,1,0,311,3889,5890,1,1,8,25,6,9,712,12,14,3,8,11,3,9,1,63,15,197,13,1,6,0,0,2,438,0,8,77,0,0,0,0,2,64,3,760,2,24,3,0,34,0,2,2,6,4980,1,118,44,467,26,13,37,1460,90,207,37,675,0,7,0,5,35,1,11,3,16,65,8,6,8,3,8,1,0,1,45,0,32392,7776,1,0,14,0,6,0,1288,935,2429,4,2,433,1,1,0,1604,0,0,6,9,11598,12,1,0,2,41,14,0,1,0,0,2343,1,9,2,5,0,0,4345,130,11,0,3,1,2,0,4,0,0,21,398,54,16,31,59,1,1,1,4,3,1,0,0,1,1408,822,5,1317,459,2,64,0,1,0,4096,25,1,14,6,0,2,43,0,255,0,294,1,322,31,2,0,1631,0,4,0,2,1083,7,0,470,51,1,6,0,22,4,8,0,2,2,25,1,0,3,0,4,0,1,7,71,0,0,35
hedgehog,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,244,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
